id_geography,zipcode,id_borough,building,street,latitude,longitude
18649,10028,1,1418,THIRD AVENUE,40.775281106431,-73.95657589237
11194,10012,1,118,MACDOUGAL STREET,40.729748256599,-74.000681926208
18230,11354,4,3027,STRATTON STREET,40.769658810731,-73.834693968308
14330,10001,1,157,WEST   33 STREET,40.749784577872,-73.98981132846
11380,10003,1,1,UNIVERSITY PLACE,40.730777456829,-73.995486227972
8756,11375,4,118-12,QUEENS BOULEVARD,40.714973720179,-73.83205611952
5802,11201,3,142,SMITH STREET,40.686918462552,-73.990343804873
2409,11209,3,7026,3 AVENUE,40.634636010542,-74.026492219041
14713,10017,1,219,EAST   44 STREET,40.751801968329,-73.97287630343
1250,11234,3,5100,KINGS PLAZA SHOPPING CT,40.609928854538,-73.922281617072
19062,10023,1,2144,BROADWAY,40.781276835876,-73.981212601038
16448,10036,1,305,WEST   46 STREET,40.760005931921,-73.98842723593
13380,10016,1,630,1 AVENUE,40.745208950706,-73.972453145906
22639,10463,2,3533,JOHNSON AVENUE,40.886028908603,-73.909870952705
5587,11233,3,256,MALCOLM X BOULEVARD,40.684374657127,-73.929362473995
4886,11213,3,1720,ATLANTIC AVENUE,40.677592263741,-73.933876240094
1564,11209,3,9413,3 AVENUE,40.617778497392,-74.033365322226
3304,11220,3,4704,3 AVENUE,40.649257048332,-74.012948113952
5849,11201,3,128,SMITH STREET,40.687267028868,-73.990109379303
9630,10002,1,98,RIVINGTON STREET,40.720110803137,-73.988463050518
18355,10021,1,1291,3 AVENUE,40.771192500921,-73.959531818288
19391,11357,4,149-45,14 AVENUE,40.788534746783,-73.815052112652
1172,11214,3,8515,18 AVENUE,40.607666060032,-74.002114052204
19077,11356,4,13811,20 AVENUE,40.781662983835,-73.829973484923
15253,11372,4,7310,NORTHERN BOULEVARD,40.754687183303,-73.893528971987
5818,11419,4,121-15,LIBERTY AVENUE,40.687063452993,-73.822044970996
2199,11209,3,7216,5 AVENUE,40.631499708838,-74.021821814207
6739,11237,3,226,WILSON AVENUE,40.698200356744,-73.921348856751
1153,11223,3,902,KINGS HIGHWAY,40.606795672257,-73.963557385168
6258,11205,3,200,WILLOUGHBY AVENUE,40.69204867494,-73.963957756723
3218,11218,3,1021,CHURCH AVENUE,40.646714938618,-73.970032730585
7598,10006,1,47,BROADWAY,40.706436231226,-74.0127897431
10301,11222,3,142,NASSAU AVENUE,40.724792990358,-73.947654341651
8560,11211,3,287,BEDFORD AVENUE,40.714085658803,-73.961543383051
13533,10011,1,360,WEST   23 STREET,40.745972556589,-74.000137140375
7104,11237,3,178,WYCKOFF AVENUE,40.702135144446,-73.91577203594
3432,11226,3,1429,NOSTRAND AVENUE,40.651390379139,-73.949625784635
20127,10027,1,351,WEST  125 STREET,40.810857068175,-73.952795602284
11288,10003,1,201,FIRST AVENUE,40.730191710925,-73.983409959419
7253,11201,3,85,WATER STREET,40.703263653864,-73.991225054059
11348,10003,1,345,EAST   12 STREET,40.730548723387,-73.984802604029
12394,10014,1,32,GANSEVOORT STREET,40.739401446475,-74.0058387147
2766,11220,3,811,53 STREET,40.639178833592,-74.005026407001
2184,11236,3,1866,RALPH AVENUE,40.631195582958,-73.9185207266
3425,11203,3,907,NEW YORK AVENUE,40.651331418124,-73.946706736237
8142,11211,3,508,GRAND STREET,40.710985387646,-73.950648262141
9534,10013,1,343,BROOME STREET,40.719650143157,-73.99476908673
1191,10314,5,1650,RICHMOND AVENUE,40.608078102502,-74.162260908042
536,10305,5,1750,HYLAN BOULEVARD,40.586274422657,-74.092297147357
5519,11238,3,895,FULTON STREET,40.683623276266,-73.967495786883
441,11235,3,271,NEPTUNE AVENUE,40.581233405078,-73.963369785858
13777,10011,1,461,WEST   23 STREET,40.747185703077,-74.002963008056
11828,11375,4,63-27,108 STREET,40.734187599668,-73.850240359111
22782,10470,2,4653,WHITE PLAINS ROAD,40.902792741807,-73.850926147492
18706,11354,4,2527,PARSONS BOULEVARD,40.775926340086,-73.824438705866
6791,11237,3,298,IRVING AVENUE,40.699032558055,-73.914430780565
18906,11105,4,19-33,37 STREET,40.778579367406,-73.901705041774
2951,11203,3,1250,UTICA AVENUE,40.641775666002,-73.929328471232
18600,11105,4,2914,23RD AVE,40.774935745595,-73.913704637949
17712,10019,1,1428,6 AVENUE,40.765213667817,-73.976538584534
3481,11203,3,5424,CHURCH AVENUE,40.652393281155,-73.926243073774
16425,11354,4,13637,ROOSEVELT AVE,40.759900782138,-73.828805555368
0,null,1,2801,FREDERICK DOUGLASS BOULEVARD,0,0
17941,10021,1,1315,1 AVENUE,40.766890423263,-73.95667163668
15474,10036,1,5,TIMES SQUARE,40.755702020307,-73.987207980138
9950,10002,1,245,EAST HOUSTON STREET,40.721932978718,-73.98539262331
6764,11237,3,1412,MYRTLE AVENUE,40.698750262888,-73.918776847566
17665,11361,4,3913,BELL BOULEVARD,40.765068694231,-73.771750523467
0,null,2,360,SMITH STREET,0,0
22105,10467,2,2515,BOSTON ROAD,40.863596229165,-73.864998601074
14383,10121,1,2,PENN PLAZA,40.750009774218,-73.991345194031
7812,11415,4,125-02,84 ROAD,40.708074116537,-73.827027510395
19423,10029,1,1872,3 AVENUE,40.789708549853,-73.946039396454
15136,10017,1,308,EAST   49 STREET,40.754026849301,-73.968493587883
5736,11217,3,112,BOND STREET,40.686152142972,-73.98536443467
475,11235,3,1825,EMMONS AVENUE,40.583479132328,-73.950138024189
9581,10013,1,247,WEST BROADWAY,40.71982303519,-74.005818955227
17816,10019,1,940,8 AVENUE,40.765774816765,-73.983545463069
6808,11237,3,1533,MYRTLE AVENUE,40.699254603923,-73.914055426764
22702,10471,2,6007,BROADWAY,40.890728652308,-73.897683010135
16707,11354,4,136-20,38 AVENUE,40.760954215526,-73.830279236955
1386,10314,5,961,JEWETT AVENUE,40.612990430444,-74.130743216476
21582,10453,2,1749,UNIVERSITY AVENUE,40.850116007472,-73.915967080475
22195,10458,2,2900,SOUTHERN BOULEVARD,40.865677571305,-73.88331039318
3131,11236,3,1431,ROCKAWAY PARKWAY,40.645005511141,-73.90216563321
14687,10017,1,125,PARK AVE FRNT 1,40.751673998894,-73.97767668145
15568,11355,4,4108,COLLEGE POINT BLVD,40.756040453799,-73.833594508216
4858,11216,3,618,NOSTRAND AVENUE,40.677323126922,-73.949811619041
11696,10003,1,72,UNIVERSITY PLACE,40.733124134612,-73.993483484828
17323,11354,4,3610,UNION ST,40.763481578201,-73.828056283075
4525,11417,4,96-27,LINDEN BOULEVARD,40.673972190265,-73.839694324674
6943,11206,3,727,FLUSHING AVENUE,40.700540953161,-73.94344665211
4010,11413,4,23006,S CONDUIT AVE,40.665444572668,-73.747066025894
15674,10022,1,316,EAST   53 STREET,40.756482854135,-73.966532447413
899,11214,3,2369,86 STREET,40.599571260841,-73.98992076323
5074,11231,3,363,SMITH STREET,40.679521606288,-73.995331075305
937,10314,5,1949,RICHMOND AVENUE,40.600402721596,-74.16292638555
10227,10012,1,285,MOTT STREET,40.72415703468,-73.99442599334
3046,11218,3,223,CHURCH AVENUE,40.643381848671,-73.97806257985
10798,10003,1,103,2 AVENUE,40.727485993519,-73.988483416489
18101,11362,4,250-01,NORTHERN BOULEVARD,40.768459306778,-73.737474499503
14505,10001,1,513,WEST   27 STREET,40.750638602074,-74.003345738593
7994,10038,1,80,NASSAU STREET,40.709815468922,-74.008119339196
21162,10452,2,140,EAST  170 STREET,40.839081270359,-73.914748688599
18783,10028,1,1631,2 AVENUE,40.776948272526,-73.952426172216
8677,11249,3,167,GRAND STREET,40.714631887068,-73.961600782745
4163,11225,3,827,NOSTRAND AVENUE,40.668389233062,-73.95062943466
18881,10023,1,166,WEST   72 STREET,40.77821635677,-73.980736853923
930,11223,3,1901,STILLWELL AVENUE,40.600262524963,-73.985919890873
13749,11372,4,76-04,ROOSEVELT AVENUE,40.747039121901,-73.889408916451
5013,11238,3,621,WASHINGTON AVENUE,40.67896708739,-73.963982880562
7665,10038,1,133,JOHN STREET,40.70707086897,-74.005190247084
20206,10454,2,2706,3 AVENUE,40.813670229536,-73.922169221528
2703,10301,5,19,CORSON AVENUE,40.638207241841,-74.079369240348
19302,10024,1,502,AMSTERDAM AVENUE,40.786548503077,-73.975852138569
1396,10314,5,1447,RICHMOND AVENUE,40.613084145792,-74.158667770005
15902,11106,4,2817,36TH AVE,40.757609367953,-73.93193395146
6148,11201,3,23,SMITH STREET,40.690848721459,-73.98766400364
22536,10467,2,3424,KOSSUTH AVENUE,40.880456223611,-73.881638943574
17645,10019,1,788,9 AVENUE,40.764984861451,-73.987834328857
15812,11106,4,2914,36TH AVE,40.757224636692,-73.931154678924
8484,10002,1,88,EAST BROADWAY,40.713737879423,-73.994091397933
9009,10002,1,67A,ELDRIDGE STREET,40.716707639714,-73.992713119637
0,null,1,226,WEST 52 ND STREET,0,0
9609,10002,1,129,ALLEN STREET,40.719959983959,-73.98998545998
20230,10027,1,3155,BROADWAY,40.814529225873,-73.959144096096
18664,10028,1,205,EAST   81 STREET,40.775431820218,-73.955925892838
13367,10016,1,27-39,EAST 30 STREET,40.745120632959,-73.984496118648
18663,10028,1,1584,2 AVENUE,40.775430865883,-73.953506818016
99,10312,5,26,JEFFERSON BOULEVARD,40.541375418324,-74.177997323014
9693,11375,4,7030,AUSTIN STREET,40.720490712496,-73.845732922968
1262,10305,5,1372,BAY STREET,40.610160088177,-74.063251074004
4460,11238,3,791A,WASHINGTON AVENUE,40.67295290953,-73.962814518795
3373,11226,3,2701,CHURCH AVENUE,40.650677883935,-73.952307539313
14665,11368,4,9607,37TH AVE,40.751592309972,-73.87067284564
15220,10169,1,230,PARK AVENUE,40.75450075314,-73.975950427165
733,11229,3,3682B,NOSTRAND AVENUE,40.594291852423,-73.940717614927
12555,10010,1,5,WEST   21 STREET,40.740504643605,-73.991086609991
1417,11204,3,2229,65 STREET,40.613250048596,-73.980446076205
0,null,1,342344,WEST 11 STREET,0,0
1710,11209,3,8703,5 AVENUE,40.620750070624,-74.026836096018
18648,11105,4,3302,DITMARS BLVD,40.775278359405,-73.909515950248
22346,10468,2,108,EAST  198 STREET,40.870601634501,-73.891744495974
19842,10026,1,139,WEST  116 STREET,40.802525955612,-73.950872706011
6309,11221,3,167,MARCUS GARVEY BOULEVARD,40.692565603329,-73.939937538115
22732,10466,2,4220,WHITE PLAINS ROAD,40.893998172602,-73.857029791332
13863,10001,1,12,WEST   32 STREET,40.747467631286,-73.986278435409
2510,11220,3,732,61 STREET,40.635725427053,-74.011536716236
22544,10467,2,179,EAST GUN HILL ROAD,40.880869664297,-73.878043591196
12147,10011,1,525,6 AVENUE,40.737205743859,-73.996958050887
4900,11215,3,604,UNION STREET,40.677766673033,-73.983999891476
14216,11372,4,7707,37 AVENUE,40.749278255812,-73.88879524033
4987,11208,3,1148,LIBERTY AVENUE,40.678722476786,-73.866841654682
355,10314,5,280,MARSH AVENUE,40.577141721981,-74.164064560974
4552,11208,3,1039,BELMONT AVENUE,40.67425029496,-73.870819794989
2598,11220,3,6001,7 AVENUE,40.636724496523,-74.011843146845
12448,10014,1,304,WEST   14 STREET,40.739859935901,-74.002818336019
0,null,1,8789,GREENWICH STREET,0,0
22643,10463,2,3549,JOHNSON AVENUE,40.886141413758,-73.909834633612
796,11223,3,287,AVENUE U,40.596941895616,-73.973584008937
7234,11432,4,155-10,JAMAICA AVENUE,40.703118600102,-73.800913942737
9887,10009,1,274,EAST    3 STREET,40.721471071064,-73.980154452848
2527,11218,3,416,DITMAS AVENUE,40.63589066551,-73.974789942211
2098,10310,5,676,FOREST AVENUE,40.629547764266,-74.111869119763
22313,10458,2,240,EAST  198 STREET,40.869306788352,-73.889559125976
6239,11207,3,839,KNICKERBOCKER AVENUE,40.691903446014,-73.906218236603
18253,10021,1,1444,1 AVENUE,40.76983745024,-73.954496337861
20963,10452,2,80,WEST  165 STREET,40.833940657613,-73.927125163086
10190,11378,4,6554,GRAND AVENUE,40.723824754703,-73.899289545924
17841,10065,1,28,EAST   63 STREET,40.765969522515,-73.969336277115
9427,10002,1,103,ESSEX STREET,40.719029313533,-73.987965404456
13462,11109,4,47-20,CENTER BOULEVARD,40.745607740454,-73.957161911357
20559,10451,2,424,EAST  161 STREET,40.823909742434,-73.912950759917
8257,10038,1,27,SAINT JAMES PLACE,40.711890801265,-73.999570754526
12481,10016,1,440,EAST   29 STREET,40.740008051329,-73.9742884901
12549,11101,4,30-18,HUNTERS POINT AVENUE,40.740477061985,-73.937638768593
21726,10453,2,2,EAST BURNSIDE AVENUE,40.853751527361,-73.907203737249
19917,10025,1,2867,BROADWAY,40.805064848224,-73.966052792085
22756,10466,2,4386,WHITE PLAINS ROAD,40.898018912086,-73.854619255784
0,null,3,19421944,CONEY ISLAND AVENUE,0,0
6411,11221,3,1142,BROADWAY,40.693407459248,-73.928956196135
7687,11432,4,17003,JAMAICA AVE,40.707256447864,-73.789442533264
2860,11226,3,1310,CORTELYOU ROAD,40.640505109754,-73.965974688516
10273,10009,1,93,AVENUE B,40.724567402907,-73.981560566776
19503,10025,1,721,COLUMBUS AVENUE,40.7923270003,-73.967897555661
20592,10031,1,3477,BROADWAY,40.824363606922,-73.951965781681
20800,10472,2,1619,WESTCHESTER AVENUE,40.829462733825,-73.874745096359
9035,11429,4,97-15,SPRINGFIELD BOULEVARD,40.716869311162,-73.735431083077
19241,10024,1,2252,BROADWAY,40.784916023812,-73.979160478858
8894,10013,1,14,ELIZABETH STREET,40.715835005553,-73.997406337566
80,10312,5,4263,HYLAN BOULEVARD,40.536467520156,-74.151455449488
5011,11233,3,17,MACDOUGAL STREET,40.67896240843,-73.921609583997
18296,11357,4,3050,WHITESTONE EXPRESSWAY,40.770475360227,-73.835637831369
9893,11375,4,69-12,AUSTIN STREET,40.721515486206,-73.848522849915
3529,11226,3,763A,FLATBUSH AVENUE,40.654183012808,-73.959559821725
3250,11218,3,622,CATON AVENUE,40.647695862684,-73.974302579248
8981,10013,1,79,BAXTER STREET,40.716482800206,-73.999953104394
1385,11204,3,7111,20 AVENUE,40.612987738798,-73.989515334813
17027,10019,1,43,WEST   55 STREET,40.762279485776,-73.976362739705
1487,11204,3,7102,18 AVENUE,40.615598338935,-73.99375073575
12749,10011,1,150,8TH AVE,40.741899325529,-74.000945488766
4099,11436,4,14511,NORTH CONDUIT AVENUE,40.667218582039,-73.794122133857
8524,10007,1,130,CHURCH STREET,40.714012180926,-74.008668149838
974,11691,4,713,BEACH   20 STREET,40.601976882543,-73.753440163993
14637,11101,4,41-26,27 STREET,40.75141003094,-73.938714879837
15108,10018,1,221,WEST   38 STREET,40.753866018844,-73.989612185526
7999,11211,3,317,UNION AVENUE,40.70983819953,-73.95094128127
1841,11219,3,6410,NEW UTRECHT AVENUE,40.624329642385,-73.997546796642
14312,11377,4,64-01,BROADWAY,40.749709982479,-73.898542866596
3907,11215,3,435,7 AVENUE,40.663466443174,-73.984421454072
14458,10016,1,114,EAST   40 STREET,40.750458082592,-73.977742056099
1335,10314,5,1120,SOUTH AVENUE,40.612395360725,-74.175489735137
13257,10016,1,29,EAST   29 STREET,40.744481156357,-73.984893244416
4735,11215,3,702,UNION STREET,40.676179547114,-73.979901200015
22244,10034,1,3950,10 AVENUE,40.867117614101,-73.916983178547
16894,11358,4,40-36,162 STREET,40.76173544083,-73.803806409638
423,11694,4,214,BEACH  116 STREET,40.580143851866,-73.837386023063
17088,10019,1,253,WEST   51 STREET,40.762484001304,-73.984618406252
11071,10003,1,11,ST MARKS PLACE,40.729223493268,-73.989128955409
11038,10009,1,224,AVENUE B,40.729062760323,-73.978304867787
16319,10022,1,16,EAST   52 STREET,40.759397285575,-73.975392760508
21993,10040,1,121A,NAGLE AVENUE,40.860745675104,-73.927023373399
2861,11220,3,5807,5 AVENUE,40.640506425224,-74.015083125468
18123,11354,4,13348,WHITESTONE EXPRESSWAY,40.768638982005,-73.835544905646
13954,10001,1,34,WEST   32 STREET,40.747819056202,-73.987101227901
13713,11368,4,45-10,104 STREET,40.746861740153,-73.860169018499
7260,11201,3,33,MAIN STREET,40.703332228404,-73.990658802524
13053,10016,1,438,3 AVENUE,40.743459318157,-73.979783386973
3061,10301,5,97,STUYVESANT PLACE,40.643648725944,-74.077433503825
9141,11428,4,216-06,JAMAICA AVENUE,40.717552014212,-73.738696693074
20821,10031,1,3662,BROADWAY,40.830402842925,-73.947534800065
15481,11358,4,45-15,162 STREET,40.755733998712,-73.804603805537
8588,10002,1,51,DIVISION STREET,40.714166118215,-73.995274530753
18012,11102,4,2855,31ST ST,40.767513589082,-73.920858740729
12100,10014,1,753,WASHINGTON STREET,40.736834944495,-74.008248940491
15449,10017,1,145,EAST   49 STREET,40.755633503809,-73.97225029671
6768,11237,3,1439,MYRTLE AVENUE,40.698821244991,-73.91823940767
12277,10014,1,628,HUDSON STREET,40.738369429924,-74.005546331865
6199,11419,4,125-17,101 AVENUE,40.691461225686,-73.820691755256
9544,10002,1,123,LUDLOW STREET,40.719682629514,-73.988564135711
2275,11234,3,4918,AVENUE H,40.632789094307,-73.929082224741
1279,11204,3,89,AVENUE O,40.610450596513,-73.981837117982
14955,10017,1,447,LEXINGTON AVENUE,40.753043052802,-73.974864543548
10913,10009,1,268,EAST   10 STREET,40.728344489977,-73.983453717052
3190,11232,3,4111,8 AVENUE,40.646024419738,-73.998583812615
22757,10466,2,724,NEREID AVENUE,40.898052916693,-73.853298884321
14384,11101,4,4344,21ST ST,40.750011222522,-73.946223261177
3651,11225,3,663,FLATBUSH AVENUE,40.657100938838,-73.960203185552
13989,11368,4,4056,JUNCTION BLVD,40.748043910906,-73.868766951506
9839,10002,1,3,CLINTON STREET,40.721164257089,-73.983993040262
301,11224,3,1521,SURF AVENUE,40.575460226458,-73.983020174534
14412,11355,4,4622,KISSENA BLVD,40.750113736361,-73.818598750266
16832,10019,1,805,8 AVENUE,40.761402833182,-73.98675565647
19770,10025,1,2735-2737,BROADWAY,40.800292305005,-73.968049011784
844,10305,5,1110,HYLAN BOULEVARD,40.598555629472,-74.07999890525
11507,10014,1,466,HUDSON STREET,40.731825856707,-74.006588551482
21094,10456,2,320,EAST  170 STREET,40.837282645455,-73.910070961146
16118,11370,4,7563,31 AVENUE,40.758608004366,-73.891984970837
9326,10013,1,345,GREENWICH STREET,40.718414640133,-74.010458024417
202,10312,5,1547,ARTHUR KILL ROAD,40.562507433647,-74.191697713766
12783,11377,4,4558,46 STREET,40.742010676568,-73.918940429966
19740,10025,1,942,COLUMBUS AVENUE,40.799439828364,-73.962725529944
19142,11357,4,1716,154TH ST,40.783190930734,-73.808495010188
6424,11205,3,503,MYRTLE AVENUE,40.693544827188,-73.96476471319
15246,10017,1,3,EAST   44 STREET,40.754649679502,-73.979613943908
3898,11225,3,1028,NOSTRAND AVENUE,40.663333478735,-73.950925153067
3009,11220,3,5425,5 AVENUE,40.642672332573,-74.012827920755
3176,11232,3,3924,9 AVENUE,40.645763577646,-73.995293807971
7426,11385,4,563,SENECA AVENUE,40.704769263524,-73.910997004665
0,null,4,4408,60TH ST. - STORE,0,0
0,null,3,990,T S BOYLAND ST,0,0
5338,11417,4,10306,LIBERTY AVENUE,40.68171780642,-73.83763493581
20973,10462,2,2172,WESTCHESTER AVENUE,40.834110461731,-73.852374359612
8698,10013,1,11,PELL STREET,40.714731614472,-73.997680532364
21664,10033,1,1506B,SAINT NICHOLAS AVENUE,40.851981915815,-73.931768325255
16178,11106,4,33-02,34 AVENUE,40.758846019409,-73.925525538789
9014,10013,1,135,WEST BROADWAY,40.716751492059,-74.00823201583
3443,11203,3,4601,CHURCH AVENUE,40.651569160637,-73.93412556904
14758,10017,1,700,3 AVENUE,40.751969562918,-73.973580045221
670,11235,3,3790,NOSTRAND AVENUE,40.591178949194,-73.940115495018
21841,10040,1,1609,SAINT NICHOLAS AVENUE,40.855205567018,-73.929433389594
18281,10021,1,1265,3 AVENUE,40.770262268592,-73.960218338739
9945,10002,1,251,EAST HOUSTON STREET,40.721886297351,-73.985233897071
7269,11385,4,666,SENECA AVENUE,40.7034143175,-73.908741060019
22696,10471,2,5987,BROADWAY,40.889930267089,-73.898053157851
17074,10019,1,245,WEST   51 STREET,40.762431833901,-73.984492073505
3274,11430,4,1,JFK INTL AIRPORT BLVD,40.648312826068,-73.788281497594
7220,11385,4,689,SENECA AVENUE,40.703002017028,-73.908009481932
22509,10467,2,295,EAST GUN HILL ROAD,40.879186211627,-73.874622131045
1856,11219,3,6702,13 AVENUE,40.624705668415,-74.002856683209
9735,10012,1,29,KENMARE STREET,40.720682191479,-73.99512615608
20185,10027,1,3111,BROADWAY,40.812816942241,-73.960391497006
10837,10009,1,182,AVENUE B,40.727709774209,-73.979297500196
14630,10001,1,9,PENN PLAZA,40.75132740329,-73.993528617509
2825,11236,3,1206,REMSEN AVENUE,40.640084438484,-73.905826531491
17006,10019,1,1335,AVENUE OF THE AMERICAS,40.762211332142,-73.978741648967
13463,10011,1,318,WEST   23 STREET,40.745612990641,-73.999285430339
14524,11368,4,103-10,39 AVENUE,40.75071045145,-73.862900306292
7424,11237,3,44,IRVING AVENUE,40.704745998502,-73.924478948984
20062,10027,1,3009,BROADWAY,40.809079508098,-73.963121086165
22327,10475,2,2073,BARTOW AVENUE,40.869519165018,-73.82787143194
10692,10003,1,115,1 AVENUE,40.727062983832,-73.985680128834
2097,11219,3,6712,FORT HAMILTON PARKWAY,40.629533261761,-74.010876359244
924,11229,3,2715,AVENUE U,40.600140151979,-73.944511504849
22395,10468,2,25,BEDFORD PARK BLVD EAST,40.872918127244,-73.888808234022
2056,10310,5,819,FOREST AVENUE,40.628936288323,-74.116756828707
12950,10011,1,265,WEST   20 STREET,40.742986249211,-73.998805488905
14567,10017,1,310,EAST   44 STREET,40.750887442742,-73.970758062318
13250,10011,1,220,WEST   23 STREET,40.744435435993,-73.99648134819
19114,10128,1,1644,3 AVENUE,40.782725439365,-73.951140138645
3913,11215,3,434,7 AVENUE,40.663529569146,-73.984392603436
6212,11419,4,12618,101ST AVE,40.691698612542,-73.819793216447
0,null,1,134136,AVENUE C,0,0
16395,11106,4,2106,36TH AVE,40.759788646477,-73.93662072882
22374,10469,2,1296,EAST GUNHILL ROAD,40.871821602783,-73.849079465719
11563,10003,1,98,3 AVENUE,40.732335932686,-73.987887219422
6976,11418,4,124-02,JAMAICA AVENUE,40.700794094229,-73.826447791315
16396,10019,1,142,WEST   49 STREET,40.759791039418,-73.982171647892
15465,11372,4,8328,NORTHERN BLVD,40.755677150961,-73.884110229385
3804,11212,3,790,SARATOGA AVENUE,40.661188292366,-73.915391414772
14331,10001,1,401,7 AVENUE,40.749787459116,-73.99148598045
20417,10455,2,839,WESTCHESTER AVENUE,40.819575062658,-73.901832128863
16752,11358,4,4110,162ND ST,40.761150944561,-73.803887553386
6551,11221,3,664,KNICKERBOCKER AVENUE,40.694990160474,-73.9116736481
1034,11691,4,1933,MOTT AVE,40.603928815289,-73.752345346048
2730,11220,3,5701,7 AVENUE,40.638429175728,-74.010070716239
12345,10011,1,70,7 AVENUE,40.739028305374,-73.999346847084
11346,11222,3,80,KENT STREET,40.730539329819,-73.958091705812
17523,10022,1,14,EAST   60 STREET,40.764372597121,-73.971362201788
10907,11222,3,108,FRANKLIN STREET,40.728285592878,-73.957321017451
22784,10471,2,800,WEST 254 STREET & HUDSON RIVER,40.903121070343,-73.914503439732
20992,10472,2,1715,EAST  174 STREET,40.834610675202,-73.871183014007
1584,11230,3,1620,AVENUE M,40.618127288193,-73.958825326154
3365,11232,3,4009,5 AVENUE,40.650577926881,-74.004602023401
15800,11355,4,4140,MAIN ST,40.757126099985,-73.828989583053
1891,10302,5,1407,FOREST AVENUE,40.6249955834,-74.135929055633
15034,10018,1,1407,BROADWAY,40.753432097521,-73.98715066791
984,11214,3,2174,86 STREET,40.60222851594,-73.994295766742
54,10309,5,6309,AMBOY ROAD,40.523721585008,-74.215840096413
5531,11208,3,3352,FULTON STREET,40.683726451486,-73.871872224103
2968,11220,3,4817,8 AVENUE,40.642074656932,-74.002688073821
22304,10468,2,135,WEST KINGSBRIDGE ROAD,40.869041682468,-73.902980915634
18060,11358,4,32-50,FRANCIS LEWIS BOULEVARD,40.767753886213,-73.790903979727
19324,10029,1,1976,1 AVENUE,40.786901460675,-73.942033264835
17448,11354,4,3520,FARRINGTON ST,40.76410172793,-73.831646576394
14761,10017,1,845,UNITED NATIONS PLZ,40.751976246982,-73.96753810122
1212,11229,3,1681,EAST   16 STREET,40.608714866846,-73.957318519957
9565,10013,1,158,LAFAYETTE STREET,40.719765540703,-73.999325391392
0,null,2,451455,MORRIS PK AVE,0,0
6858,11385,4,323,WYCKOFF AVENUE,40.699820887384,-73.911577062053
16560,11354,4,37-20,PRINCE STREET,40.76043362419,-73.832771296459
1384,11204,3,6610,BAY PARKWAY,40.612945692503,-73.982387502381
17936,10019,1,1000,8 AVENUE,40.766812226924,-73.982808747226
8391,10002,1,26,RUTGERS STREET,40.713043175131,-73.990069468057
16132,11355,4,136-17,41 AVENUE,40.758668791405,-73.829079458098
15067,10018,1,1412,BROADWAY,40.753703816993,-73.98704594334
18366,10021,1,240,EAST   75 STREET,40.771271625335,-73.958210387803
1243,11229,3,1637,EAST   18 STREET,40.609732507974,-73.955545897266
15512,10036,1,124,WEST   43 STREET,40.755838914799,-73.984428643445
9440,10002,1,101,LUDLOW STREET,40.719103513002,-73.98886365769
16476,11358,4,16519,NORTHERN BLVD,40.760094789926,-73.801035374955
1187,11229,3,1223,QUENTIN ROAD,40.607980467607,-73.960679162068
6936,11237,3,293,WYCKOFF AVENUE,40.700519036495,-73.912852829607
6194,11419,4,134-01,LIBERTY AVENUE,40.691440043507,-73.812596337596
17900,11358,4,3345,FRANCIS LEWIS BOULEVARD,40.766426214159,-73.789835970259
5632,11233,3,641,HANCOCK STREET,40.684847116642,-73.929946084857
1990,10303,5,2220,FOREST AVENUE,40.626807226795,-74.163189228887
13006,10010,1,1123,BROADWAY,40.743246492273,-73.989123049646
20482,10459,2,946,SOUTHERN BOULEVARD,40.821476266123,-73.891665746457
2617,11220,3,5721,8 AVENUE,40.637021269225,-74.007951914127
18452,10023,1,60,WEST   65 STREET,40.772460625103,-73.980850447594
11136,10003,1,152,2 AVENUE,40.729470302708,-73.987018199831
6822,11435,4,9340,SUTPHIN BLVD,40.699445856527,-73.807203761191
15962,11358,4,192-10,NORTHERN BOULEVARD,40.757836713028,-73.789220665072
3746,11212,3,1101,CLARKSON AVENUE,40.660141472156,-73.921620973445
19533,10029,1,2135,2 AVENUE,40.793007853065,-73.940702500434
19108,10128,1,1376,LEXINGTON AVENUE,40.782528748221,-73.953379070553
7510,11206,3,18,GRATTAN STREET,40.705505836083,-73.932539191684
16572,10022,1,240,EAST   58 STREET,40.760476326281,-73.96601423936
22156,10464,2,1,ORCHARD BEACH ROAD,40.865153252788,-73.80283849787
9875,10013,1,386,CANAL STREET,40.721398581646,-74.004733199277
8646,10007,1,67,MURRAY STREET,40.714462187196,-74.010309504851
8732,11211,3,482,UNION AVENUE,40.714886172021,-73.951745579516
21775,10458,2,2344,ARTHUR AVENUE,40.854240101806,-73.88867329616
22203,10475,2,200,BAYCHESTER AVENUE,40.865905409786,-73.830429747919
11109,10003,1,5,ST MARKS PLACE,40.729333308216,-73.989388717216
15613,11101,4,3419,STEINWAY STREET,40.756238356218,-73.921204264201
21598,10457,2,535,EAST  180 STREET,40.850594481492,-73.893826694912
19652,10029,1,234,EAST  116 STREET,40.797563323422,-73.939145367645
11142,10003,1,155,2 AVENUE,40.729503240302,-73.987021801452
16017,10020,1,610,5 AVENUE,40.758003399168,-73.977595140586
21934,10453,2,48,EAST  183 STREET,40.858331466952,-73.902653166966
18374,10023,1,44,WEST   63 STREET,40.771486487081,-73.982414008303
